"EVENTID","ORGANIZATION","WATERBODYCODE","WATERBODYNAME","STATIONCODE","STATIONNAME","SAMPLEDATETIME","SOURCESAMPLEID","BOTTOMDEPTH","COLLECTIONMETHOD","ACTIVITYTYPE","SAMPLEDEPTH","SAMPLECOMMENT","LABNAME","ACCESSIONNUM","RESULTSETCOMMENT","CHARACTERISTICNAME","CASNO","RESULTQUALIFIER","RESULTMEASURE","RESULTMEASUREUNIT","REPORTINGLIMIT","METHODDETECTLIMIT","ANALYTICALMETHOD","OUTSIDEDETECTIONLIMIT","RESULTCOMMENT",
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,TDS Lab,na,,116,mg/L,25.0000,,SM 2540 C : 2540 C ~ Total Dissolved Solids Dried at 180oC,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Temp Lab,na,,21.5,deg C,15.0000,,SM2320B/2510/4500H : 2320 B ~ Alkalinity by Titration,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Total Alkalinity as CaCO3,na,,53.96,mg/L,20.0000,,SM2320B/2510/4500H : 2320 B ~ Alkalinity by Titration,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000248,,Total Coliform,na,,1236,MPN/100ml,,,SM 9223 B - Quant-Tray : 9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Total P,7723-14-0,,0.1,mg/L,0.0100,,SM 4500 P E : 4500 P E ~ Phosphorus by Ascorbic Acid,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,TSS,na,,13.7,mg/L,10.0000,,EPA 160.2 : Non-Filterable Residue - TSS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Turbidity Lab,na,,12,NTU,0.4000,,SM 2130 B : 2130 B ~ Nephelometric Method,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Aluminum,7429-90-5,,1100,ug/l,50.0000,20.0000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,LFM out of acceptable limits for this sample,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Aluminum Diss,7429-90-5,J,27,ug/l,50.0000,20.0000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,LFM out of acceptable limits for this batch,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Antimony,7440-36-0,J,0.46,ug/l,2.0000,0.0200,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Arsenic,7440-38-2,J,1.81,ug/l,3.0000,0.0800,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Arsenic Diss,7440-38-2,J,1.42,ug/l,3.0000,0.0800,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Barium,7440-39-3,J,11,ug/l,20.0000,10.0000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Beryllium,7440-41-7,J,0.26,ug/l,2.0000,0.0500,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Boron,7440-42-8,U,0,ug/l,100.0000,20.0000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,Y,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Cadmium,7440-43-9,J,0.09,ug/l,1.0000,0.0300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Cadmium Diss,7440-43-9,J,0.12,ug/l,1.0000,0.0300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Chromium,7440-47-3,J,1.23,ug/l,2.0000,0.0600,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Chromium Diss,7440-47-3,J,1.1,ug/l,2.0000,0.0600,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Copper,7440-50-8,,2,ug/l,2.0000,0.1300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Copper Diss,7440-50-8,J,1.53,ug/l,2.0000,0.1300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Iron,7439-89-6,,200,ug/l,50.0000,10.0000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Lead,7439-92-1,,1,ug/l,1.0000,0.1300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Lead Diss,7439-92-1,J,0.21,ug/l,1.0000,0.1300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Magnesium Diss,7439-95-4,J,4.2,mg/L,5.0000,0.5000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Manganese,7439-96-5,U,9,ug/l,20.0000,10.0000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,Y,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Mercury,7439-97-6,J,0.05,ug/l,0.2000,0.0300,EPA 245.2 : Mercury by CVAA,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Mercury Diss,7439-97-6,U,0,ug/l,0.2000,0.0300,EPA 245.2 : Mercury by CVAA,Y,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Molybdenum,7439-98-7,J,2.58,ug/l,10.0000,0.0500,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Nickel,7440-02-0,J,0.93,ug/l,2.0000,0.0400,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Nickel Diss,7440-02-0,J,1.29,ug/l,2.0000,0.0400,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Potassium Diss,7440-09-7,J,3,mg/L,5.0000,0.5500,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Selenium,7782-49-2,J,0.63,ug/l,2.0000,0.3000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Selenium Diss,7782-49-2,J,0.39,ug/l,2.0000,0.3000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Silver Diss,7440-22-4,J,0.56,ug/l,2.0000,0.0800,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Thallium,7440-28-0,J,0.16,ug/l,1.0000,0.0300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000257,,Zinc,7440-66-6,J,5.51,ug/l,10.0000,0.8300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872772-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-01-19 07:50:00,872772,,Bank - Dipper/Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00000266,,Zinc Diss,7440-66-6,J,3.77,ug/l,10.0000,0.8300,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,DO mg/L,7782-44-7,,10.11,mg/L,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,"Narrative - Color, Turbidity, or Other Conditions",na,,0,None,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,Narrative - Floating Debris,na,,0,None,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,Narrative - Floating Materials,na,,0,None,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,Narrative - Odor,na,,0,None,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,Narrative - Settleable Solids,na,,0,None,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,pH Field,12408-02-5,,7.96,None,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Field Data,0.000,,,,,Temp Field,na,,7.7,deg C,,,,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Ammonia N,7664-41-7,<,0.1,mg/L,0.1000,,SM 4500 NH3 D : 4500 NH3 D ~ Ammonia by Selective Electrode,Y,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,"Ammonia, Unionized",na,,0.000695,mg/L,,,,Y,AUTOCALCULATE 2019-03-27 18:00:47 Using 1/2 AMNN,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001664,,Calcium Diss,7440-70-2,,27,mg/L,5.0000,0.7000,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Chloride,16887-00-6,,15.91,mg/L,5.0000,0.2000,EPA 300.0 : 300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,CO3 as CO3,3812-32-6,<,0,mg/L,12.0000,,SM2320B/2510/4500H : 2320 B ~ Alkalinity by Titration,Y,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,DOC,na,,10.4,mg/L,1.0000,,SM 5310 C : 5310 C ~ Total organic carbon by Persulfate-UV or Heated-Persulfate Oxidation Method,N,Sample collected in plastic container,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Fluoride,16984-48-8,,200,ug/l,100.0000,20.0000,EPA 300.0 : 300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001664,,Hardness Diss,na,,88.009,mg/L,,,,N,AUTOCALCULATE 2019-03-27 18:00:42,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Kjeldahl N,7727-37-9,,1,mg/L,0.2000,,SM 4500 NH3 D : 4500 NH3 D ~ Ammonia by Selective Electrode,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Nitrate+Nitrite N,na,<,0.09,mg/L,0.5000,,EPA 300.0 : 300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,Y,Sample analyzed out of hold time,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Ortho P,14265-44-2,,0.28,mg/L,0.0100,,SM 4500 P E : 4500 P E ~ Phosphorus by Ascorbic Acid,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,pH Lab,12408-02-5,,8.23,None,2.0000,,SM2320B/2510/4500H : 2320 B ~ Alkalinity by Titration,N,,
00872780-0,Nevada Division of Environmental Protection,NV06-SC-41-C_00,Steamboat Creek at the gaging station,SB3,Steamboat Creek @ Pleasant Valley &[STBT02Stbt-2],2017-03-28 09:06:00,872780,,Wading - Churn,Laboratory Results,0.000,,Nevada State Health Lab,EN2017-00001657,,Potassium,7440-09-7,,5,mg/L,5.0000,0.5500,EPA 200.8 : 200.8 ~ EPA; Metals in Waters by ICP/MS,N,,
